VA_19,"Carpenter is to (A: Wood, B: Saw, C: Build) as Surgeon is to (X: Nurse, Y: Doctor, Z: Scalpel)",AX,BZ,AZ,CZ,BY,B
VA_20,"Hot is to (A: Warm, B: Sun, C: Cold) as Fast is to (X: Quick, Y: Run, Z: Slow)",BZ,CX,AY,AZ,CZ,E
VA_21,"Butcher is to (A: Meat, B: Cleaver, C: Shop) as Chef is to (X: Cook, Y: Knife, Z: Food)",BX,CZ,CX,AZ,BY,E
VA_22,"Compass is to (A: Needle, B: North, C: Direction) as Odometer is to (X: Distance, Y: Car, Z: Speed)",BY,CX,CY,BX,AX,B
VA_23,"Ruler is to (A: Length, B: Ounces, C: Tail) as Scales is to (X: Pounds, Y: Fins, Z: Weight)",BZ,CZ,BY,AZ,AY,D
VA_24,"Hard is to (A: Difficult, B: Soft, C: Rock) as Strong is to (X: Muscle, Y: Weak, Z: Power)",AY,CZ,AX,CX,BY,E
VA_25,"Sheep is to (A: Lamb, B: Ba, C: Wool) as Horse is to (X: Ride, Y: Stable, Z: Foal)",BY,CY,CZ,AZ,CX,D
VA_26,"Gardener is to (A: Spade, B: Soil, C: Plant) as Surgeon is to (X: Scalpel, Y: Nurse, Z: Doctor)",AZ,CX,CY,AX,BY,D
VA_27,"Clock is to (A: Time, B: Face, C: Hands) as Barometer is to (X: Air, Y: Rain, Z: Pressure)",AZ,CZ,CX,BY,AY,A
VA_28,"Cow is to (A: Milk, B: Calf, C: Farm) as Sheep is to (X: Ba, Y: Wool, Z: Lamb)",CZ,BZ,CY,BX,BY,B
VA_29,"Clock is to (A: Face, B: Time, C: Hands) as Speedometer is to (X: Car, Y: Speed, Z: Fast)",BZ,BY,AX,CZ,BX,B
VA_30,"Speedometer is to (A: Fast, B: Speed, C: Car) as Ruler is to (X: Tail, Y: Ounces, Z: Length)",BZ,AZ,CY,AY,CZ,A
VA_31,"Pilot is to (A: Plane, B: Fly, C: Cockpit) as Scientist is to (X: Laboratory, Y: Tube, Z: Test)",BY,CY,AX,AZ,CX,E
VA_32,"Tape Measure is to (A: Inches, B: Builders, C: Length) as Barometer is to (X: Rain, Y: Air, Z: Pressure)",AZ,CY,AX,CX,CZ,E
VA_33,"Frog is to (A: Hop, B: Green, C: Pond) as Knife is to (X: Fork, Y: Cut, Z: Sharp)",CX,BX,CY,AY,BZ,D
VA_34,"USA is to (A: Flag, B: Dollar, C: Washington) as UK is to (X: London, Y: Queen, Z: Tea)",BZ,CX,AZ,BY,AX,B
VA_35,"Wheel is to (A: Drive, B: Car, C: Road) as Page is to (X: Read, Y: Book, Z: Word)",AY,CZ,CX,BY,BZ,D
VA_36,"Odometer is to (A: Distance, B: Speed, C: Car) as Balance is to (X: Mass, Y: Heavy, Z: Stone)",CZ,BX,AY,AX,BZ,D
VA_37,"Farmer is to (A: Crop, B: Farm, C: Field) as Waiter is to (X: Diner, Y: Restaurant, Z: Cafe)",CZ,CY,CX,BY,AX,D
VA_38,"Bear is to (A: Sleep, B: Den, C: Winter) as Squirrel is to (X: Nut, Y: Drey, Z: Tree)",CX,BY,AX,AY,CY,B
VA_39,"Captain is to (A: Boat, B: Sea, C: Ship) as Butcher is to (X: Meat, Y: Shop, Z: Butchery)",AZ,CZ,AY,BZ,CY,B
VA_40,"Butterfly is to (A: Fly, B: Caterpillar, C: Insect) as Pig is to (X: Mud, Y: Piglet, Z: Sty)",BZ,CY,AY,BY,AX,D
VA_41,"Wolf is to (A: Team, B: Gang, C: Pack) as Geese is to (X: Flock, Y: Gaggle, Z: Group)",BY,CY,AX,BZ,AY,B
VA_42,"Brave is to (A: Courageous, B: Fear, C: Weak) as Rich is to (X: Poor, Y: Money, Z: Wealthy)",AZ,CZ,BY,CY,BX,A
VA_43,"Sweden is to (A: Ice, B: Stockholm, C: North) as France is to (X: Wine, Y: Paris, Z: Europe)",CZ,AX,BY,CX,CY,C
VA_44,"Stopwatch is to (A: Race, B: Time, C: Fast) as Seismograph is to (X: Earthquake, Y: Shake, Z: Ground)",BY,BZ,BX,CY,AY,C
VA_45,"Mechanic is to (A: Spanner, B: Car, C: Fix) as Carpenter is to (X: Saw, Y: Build, Z: Wood)",AY,CY,CX,AX,BX,D
VA_46,"Elephant is to (A: Parade, B: Big, C: Zoo) as Geese is to (X: Flock, Y: Gaggle, Z: Group)",BX,AX,AY,BY,AZ,C
VA_47,"Speedometer is to (A: Speed, B: Car, C: Fast) as Altimeter is to (X: Plane, Y: Fly, Z: Height)",AY,BY,BX,AZ,AX,D
VA_48,"Judge is to (A: Court, B: Law, C: Jail) as Captain is to (X: Boat, Y: Ship, Z: Sea)",AY,BZ,CX,AZ,AX,A
VA_49,"Priest is to (A: Church, B: God, C: Pray) as Baker is to (X: Cake, Y: Bread, Z: Bakery)",AX,AZ,BZ,CX,BY,B
VA_50,"Bear is to (A: Cub, B: Cave, C: Honey) as Cow is to (X: Farm, Y: Milk, Z: Calf)",CZ,AZ,AX,AY,CX,B
VA_51,"Horse is to (A: Stable, B: Ride, C: Hay) as Squirrel is to (X: Drey, Y: Tree, Z: Nut)",AX,BZ,AY,CX,AZ,A
VA_52,"Sheep is to (A: Wool, B: Lamb, C: Ba) as Butterfly is to (X: Caterpillar, Y: Fly, Z: Insect)",CY,AX,BZ,CZ,BX,E
VA_53,"Germany is to (A: Cars, B: Berlin, C: Beer) as Italy is to (X: Rome, Y: Pasta, Z: Pizza)",BY,CZ,CY,CX,BX,E
VA_54,"Mechanic is to (A: Car, B: Fix, C: Garage) as Baker is to (X: Bakery, Y: Bread, Z: Cake)",AY,AZ,CX,BY,CZ,C
VA_55,"Fish is to (A: Shoal, B: School, C: Swarm) as Geese is to (X: Group, Y: Flock, Z: Gaggle)",BZ,BX,AZ,BY,AY,C
VA_56,"Fish is to (A: Water, B: Fin, C: Swim) as Bee is to (X: Hive, Y: Honey, Z: Buzz)",AY,BY,CZ,AX,BZ,D
VA_57,"Mechanic is to (A: Spanner, B: Car, C: Fix) as Photographer is to (X: Camera, Y: Photo, Z: Lens)",AX,CY,BY,AZ,CZ,A
VA_58,"Blacksmith is to (A: Iron, B: Anvil, C: Fire) as Mason is to (X: Wall, Y: Trowel, Z: Brick)",CY,BY,CX,AY,AX,B
VA_59,"Speedometer is to (A: Car, B: Fast, C: Speed) as Anemometer is to (X: Blow, Y: Air, Z: Wind)",AZ,BX,CZ,AX,BZ,C
VA_60,"Doctor is to (A: Sick, B: Nurse, C: Hospital) as Priest is to (X: Pray, Y: Church, Z: God)",CZ,BY,CY,BZ,BX,C
VA_61,"Crow is to (A: Kill, B: Dark, C: Murder) as Whale is to (X: Pod, Y: Ocean, Z: Sea)",CX,BZ,AY,AZ,CZ,A
VA_62,"Lion is to (A: King, B: Den, C: Roar) as Wasp is to (X: Sting, Y: Yellow, Z: Nest)",BZ,AY,AX,AZ,CY,A
VA_63,"Hygrometer is to (A: Damp, B: Humidity, C: Dry) as Barometer is to (X: Air, Y: Pressure, Z: Rain)",BZ,CZ,AX,CX,BY,E
VA_64,"Lumberjack is to (A: Axe, B: Tree, C: Forest) as Writer is to (X: Pen, Y: Read, Z: Book)",BZ,AY,AX,CY,BY,C
VA_65,"Lion is to (A: Cat, B: Lioness, C: Cub) as Husband is to (X: Wife, Y: Lady, Z: Man)",CY,BX,AZ,AY,CZ,B
VA_66,"Teacher is to (A: School, B: Learn, C: Class) as Baker is to (X: Bakery, Y: Cake, Z: Bread)",BY,BZ,AX,CZ,AY,C
VA_67,"Rooster is to (A: Hen, B: Chick, C: Egg) as Uncle is to (X: Niece, Y: Nephew, Z: Aunt)",BZ,CY,BY,CX,AZ,E
VA_68,"Bear is to (A: Honey, B: Cave, C: Cub) as Pig is to (X: Piglet, Y: Sty, Z: Mud)",CZ,AX,AY,CY,CX,E
VA_69,"Fish is to (A: School, B: Shoal, C: Swarm) as Monkey is to (X: Tree, Y: Jump, Z: Troop)",AZ,CZ,AY,BY,BZ,E
VA_70,"Pearl is to (A: Oyster, B: Sea, C: Gem) as Wool is to (X: Coat, Y: Jumper, Z: Sheep)",AY,CY,BZ,AZ,CZ,D
VA_71,"Rabbit is to (A: Pet, B: Hop, C: Burrow) as Pen is to (X: Write, Y: Paper, Z: Ink)",BY,AZ,BX,CZ,CY,C
VA_72,"Farmer is to (A: Crop, B: Farm, C: Field) as Actor is to (X: Stage, Y: Theatre, Z: Film)",CY,BX,BY,AZ,AY,C
VA_73,"Boy is to (A: Woman, B: Man, C: Girl) as In is to (X: Out, Y: On, Z: Off)",CY,CX,BX,AX,BZ,B
VA_74,"Odometer is to (A: Car, B: Speed, C: Distance) as Protractor is to (X: Degrees, Y: Turn, Z: Angle)",AZ,CZ,BY,AY,BX,B
VA_75,"Hygrometer is to (A: Damp, B: Humidity, C: Dry) as Ruler is to (X: Ounces, Y: Tail, Z: Length)",AY,BY,CY,BX,BZ,E
VA_76,"Nurse is to (A: Ward, B: Aid, C: Clinic) as Teacher is to (X: Learn, Y: School, Z: Class)",CY,AZ,BX,BZ,CX,A
VA_77,"Swan is to (A: Cygnet, B: Lake, C: Neck) as Rabbit is to (X: Hop, Y: Bunny, Z: Carrot)",AY,AX,CY,AZ,CZ,A
VA_78,"Thermometer is to (A: Mercury, B: Temperature, C: Heat) as Rain Gauge is to (X: Wet, Y: Rainfall, Z: Water)",BZ,AY,BY,AZ,BX,C
VA_79,"Cow is to (A: Farm, B: Milk, C: Calf) as Dog is to (X: Bone, Y: Puppy, Z: Bark)",BY,CY,AY,AX,CX,B
VA_80,"Sleeve is to (A: Coat, B: Arm, C: Wear) as Leg is to (X: Sit, Y: Seat, Z: Chair)",CX,CZ,CY,AX,AZ,E
VA_81,"Ant is to (A: Hill, B: Army, C: Colony) as Whale is to (X: Ocean, Y: Sea, Z: Pod)",CY,BX,CZ,BY,AZ,C
VA_82,"Farmer is to (A: Plough, B: Crop, C: Field) as Photographer is to (X: Lens, Y: Camera, Z: Photo)",CZ,BX,BY,AY,AX,D
VA_83,"Win is to (A: Game, B: Lose, C: Play) as Boy is to (X: Man, Y: Woman, Z: Girl)",AZ,CX,BX,BY,BZ,E
VA_84,"Captain is to (A: Sea, B: Boat, C: Ship) as Baker is to (X: Cake, Y: Bread, Z: Bakery)",BY,BZ,CX,CY,CZ,E
VA_85,"Kangaroo is to (A: Jump, B: Joey, C: Pouch) as Sheep is to (X: Ba, Y: Lamb, Z: Wool)",BY,AY,AZ,CY,CX,A
VA_86,"Brazil is to (A: Football, B: Rain, C: Brasilia) as Portugal is to (X: Sea, Y: Port, Z: Lisbon)",CZ,AX,BY,BX,AZ,A
VA_87,"Wrong is to (A: Incorrect, B: Right, C: True) as Near is to (X: Distant, Y: Close, Z: Far)",AY,CY,AX,BZ,CX,A
VA_88,"Room is to (A: House, B: Door, C: Wall) as Key is to (X: Piano, Y: Music, Z: Note)",AX,BZ,CY,AY,CZ,A
VA_89,"Frog is to (A: Pond, B: Green, C: Hop) as Gun is to (X: Bullet, Y: Shoot, Z: War)",AY,CY,BZ,AX,BY,B
VA_90,"Sad is to (A: Smile, B: Glad, C: Unhappy) as Big is to (X: Tiny, Y: Large, Z: Small)",AZ,CY,BY,AY,CX,B
VA_91,"King is to (A: Queen, B: Crown, C: Prince) as Prince is to (X: Royal, Y: Princess, Z: King)",CZ,AX,BZ,AY,BY,D
VA_92,"Writer is to (A: Book, B: Read, C: Pen) as Carpenter is to (X: Build, Y: Saw, Z: Wood)",BY,BX,CY,AZ,AY,C
VA_93,"Pig is to (A: Oink, B: Sty, C: Mud) as Badger is to (X: Black, Y: White, Z: Sett)",CZ,CY,BY,CX,BZ,E
VA_94,"Car is to (A: Wheel, B: Drive, C: Road) as Pen is to (X: Ink, Y: Write, Z: Paper)",AZ,AX,CY,CZ,BY,E
VA_95,"Drake is to (A: Duck, B: Pond, C: Swim) as Gander is to (X: Goose, Y: Bird, Z: Fly)",AY,AZ,BZ,CX,AX,E
VA_96,"Cow is to (A: Field, B: Barn, C: Milk) as Beaver is to (X: Lodge, Y: Dam, Z: River)",AZ,AY,BX,BY,CZ,C
VA_97,"Cattle is to (A: Flock, B: Herd, C: Group) as Bee is to (X: Buzz, Y: Swarm, Z: Hive)",CZ,AY,AX,BX,BY,E
VA_98,"Up is to (A: Left, B: Down, C: Right) as Sharp is to (X: Knife, Y: Blunt, Z: Cut)",CZ,BZ,BX,BY,AX,D
VA_99,"Top is to (A: Edge, B: Side, C: Bottom) as Hard is to (X: Soft, Y: Rock, Z: Stone)",CX,BY,CZ,BZ,CY,A
VA_100,"India is to (A: Delhi, B: Hot, C: Spicy) as Spain is to (X: Madrid, Y: Bull, Z: Sun)",AZ,AX,CX,CZ,BZ,B
VA_101,"Drake is to (A: Pond, B: Duck, C: Swim) as Rooster is to (X: Egg, Y: Hen, Z: Chick)",BY,BZ,CX,CZ,AX,A
VA_102,"Page is to (A: Book, B: Read, C: Word) as Handle is to (X: Lock, Y: Open, Z: Door)",CZ,BX,CY,CX,AZ,E
VA_103,"Swan is to (A: Cygnet, B: Lake, C: Neck) as Cat is to (X: Kitten, Y: Fur, Z: Purr)",CZ,BY,AX,BX,BZ,C
VA_104,"Greece is to (A: Gods, B: Athens, C: Ancient) as China is to (X: Wall, Y: Rice, Z: Beijing)",BZ,BY,CZ,AY,AZ,A
VA_105,"Clock is to (A: Hands, B: Face, C: Time) as Trundle Wheel is to (X: Distance, Y: Long, Z: Roll)",CZ,CX,AZ,BY,BZ,B
VA_106,"Egypt is to (A: Pyramid, B: Cairo, C: Nile) as China is to (X: Beijing, Y: Wall, Z: Rice)",BX,BZ,CX,AX,AZ,A
VA_107,"Petal is to (A: Scent, B: Rose, C: Flower) as Room is to (X: Door, Y: House, Z: Wall)",CX,BY,BZ,CY,BX,D
VA_108,"Brother is to (A: Boy, B: Son, C: Sister) as Actor is to (X: Actress, Y: Star, Z: Film)",AY,BY,CX,AZ,CZ,C
VA_109,"Nephew is to (A: Daughter, B: Niece, C: Son) as Uncle is to (X: Aunt, Y: Nephew, Z: Niece)",BX,CX,CZ,BZ,AZ,A
VA_110,"Day is to (A: Moon, B: Sun, C: Night) as Empty is to (X: Hollow, Y: Void, Z: Full)",CZ,AZ,BX,AX,CX,A
VA_111,"Farmer is to (A: Farm, B: Crop, C: Field) as Doctor is to (X: Sick, Y: Nurse, Z: Hospital)",BX,AZ,AX,CZ,BY,B
VA_112,"Fish is to (A: Shoal, B: Swarm, C: School) as Bird is to (X: Wing, Y: Flock, Z: Fly)",CX,AZ,AY,CY,AX,C
VA_113,"Monkey is to (A: Jump, B: Troop, C: Tree) as Crow is to (X: Kill, Y: Murder, Z: Dark)",AZ,AX,CX,BY,CY,D
VA_114,"Wasp is to (A: Nest, B: Yellow, C: Sting) as Badger is to (X: Sett, Y: Black, Z: White)",CZ,BY,AX,BZ,BX,C
VA_115,"Pen is to (A: Ink, B: Write, C: Paper) as Fish is to (X: Fin, Y: Swim, Z: Water)",BY,BX,CY,AY,BZ,A
VA_116,"Husband is to (A: Man, B: Wife, C: Lady) as Boar is to (X: Sow, Y: Pig, Z: Sty)",BX,AY,CY,AZ,CZ,A
VA_117,"Portugal is to (A: Port, B: Lisbon, C: Sea) as Australia is to (X: Beach, Y: Kangaroo, Z: Canberra)",BX,BZ,BY,AY,CZ,B
VA_118,"Mechanic is to (A: Spanner, B: Car, C: Fix) as Lumberjack is to (X: Tree, Y: Axe, Z: Forest)",AX,CY,CX,BX,AY,E
VA_119,"Chicken is to (A: Coop, B: Egg, C: Feather) as Bear is to (X: Sleep, Y: Winter, Z: Den)",CZ,AZ,BY,AY,CY,B
VA_120,"Sheep is to (A: Ba, B: Lamb, C: Wool) as Goat is to (X: Climb, Y: Kid, Z: Mountain)",BZ,CX,CZ,AZ,BY,E
VA_121,"Grandfather is to (A: Age, B: Old, C: Grandmother) as Boar is to (X: Sow, Y: Sty, Z: Pig)",AZ,CX,AX,BY,CY,B
VA_122,"Fisherman is to (A: Sea, B: Net, C: Boat) as Surgeon is to (X: Doctor, Y: Scalpel, Z: Nurse)",CZ,CY,BY,AZ,AX,C
VA_123,"Butterfly is to (A: Fly, B: Insect, C: Caterpillar) as Cow is to (X: Farm, Y: Calf, Z: Milk)",CY,CZ,AZ,BZ,AY,A
VA_124,"Toe is to (A: Shoe, B: Foot, C: Sock) as Petal is to (X: Rose, Y: Flower, Z: Scent)",AY,CX,BY,CZ,BZ,C
VA_125,"Win is to (A: Lose, B: Game, C: Play) as Love is to (X: Like, Y: Hate, Z: Feel)",AX,BY,AY,AZ,BX,C
VA_126,"Eagle is to (A: Prey, B: Soar, C: Eaglet) as Kangaroo is to (X: Joey, Y: Jump, Z: Pouch)",CX,AY,AX,BX,BZ,A
VA_127,"Sad is to (A: Glad, B: Unhappy, C: Smile) as Difficult is to (X: Hard, Y: Easy, Z: Simple)",CX,BX,CZ,CY,AX,B
VA_128,"Astronomer is to (A: Telescope, B: Star, C: Space) as Farmer is to (X: Field, Y: Plough, Z: Crop)",AY,CZ,CY,CX,AZ,A
VA_129,"Page is to (A: Word, B: Book, C: Read) as Wheel is to (X: Drive, Y: Road, Z: Car)",BX,AY,AX,BZ,CY,D
VA_130,"Priest is to (A: God, B: Pray, C: Church) as Teacher is to (X: Class, Y: Learn, Z: School)",CY,BX,CZ,AY,CX,C
VA_131,"Boy is to (A: Girl, B: Woman, C: Man) as Black is to (X: White, Y: Grey, Z: Dark)",CX,BX,BY,BZ,AX,E
VA_132,"Sweden is to (A: North, B: Stockholm, C: Ice) as Japan is to (X: Tech, Y: Tokyo, Z: Sushi)",AY,CX,CY,BY,CZ,D
VA_133,"Kangaroo is to (A: Jump, B: Hop, C: Pouch) as Frog is to (X: Pond, Y: Hop, Z: Green)",CZ,AY,BZ,AX,BY,B
VA_134,"Start is to (A: Stop, B: End, C: Begin) as Easy is to (X: Simple, Y: Hard, Z: Tough)",BY,CZ,CX,BX,AX,C
VA_135,"Blacksmith is to (A: Fire, B: Iron, C: Anvil) as Butcher is to (X: Shop, Y: Meat, Z: Cleaver)",BX,AZ,BZ,AX,CZ,E
VA_136,"Chef is to (A: Knife, B: Food, C: Cook) as Mason is to (X: Wall, Y: Brick, Z: Trowel)",BZ,CY,CZ,CX,AZ,E
VA_137,"Goat is to (A: Mountain, B: Kid, C: Climb) as Eagle is to (X: Eaglet, Y: Soar, Z: Prey)",BZ,AY,BX,CZ,CY,C
VA_138,"Wool is to (A: Coat, B: Jumper, C: Sheep) as Bread is to (X: Eat, Y: Wheat, Z: Toast)",AX,CY,AZ,BX,AY,B
VA_139,"Teacher is to (A: School, B: Learn, C: Whiteboard) as Mason is to (X: Wall, Y: Brick, Z: Trowel)",BZ,BY,CZ,CX,BX,C
VA_140,"Brother is to (A: Son, B: Sister, C: Boy) as Drake is to (X: Swim, Y: Pond, Z: Duck)",AY,BX,CZ,BZ,AZ,D
VA_141,"Gander is to (A: Goose, B: Fly, C: Bird) as Stallion is to (X: Ride, Y: Mare, Z: Horse)",BY,CX,BZ,AZ,AY,E
VA_142,"Rabbit is to (A: Hop, B: Pet, C: Burrow) as Frog is to (X: Pond, Y: Green, Z: Hop)",CZ,BY,CY,AZ,BX,D
VA_143,"Stopwatch is to (A: Fast, B: Time, C: Race) as Rain Gauge is to (X: Water, Y: Rainfall, Z: Wet)",CX,BY,AX,AZ,CZ,B
VA_144,"Finger is to (A: Hand, B: Thumb, C: Ring) as Sleeve is to (X: Arm, Y: Wear, Z: Coat)",AZ,AX,BX,CY,BY,A
VA_145,"Horse is to (A: Hay, B: Ride, C: Stable) as Ant is to (X: Hill, Y: Work, Z: Tiny)",CX,CY,AZ,BY,AX,A
VA_146,"Seismograph is to (A: Earthquake, B: Ground, C: Shake) as Hygrometer is to (X: Humidity, Y: Dry, Z: Damp)",BY,CZ,AX,BZ,CY,C
VA_147,"Top is to (A: Side, B: Edge, C: Bottom) as Hot is to (X: Cold, Y: Warm, Z: Boil)",CZ,AZ,BY,CX,BX,D
VA_148,"France is to (A: Paris, B: Wine, C: Europe) as Greece is to (X: Ancient, Y: Athens, Z: Gods)",CX,AZ,CY,AY,BX,D
VA_149,"Waiter is to (A: Cafe, B: Diner, C: Restaurant) as Mechanic is to (X: Fix, Y: Car, Z: Garage)",CX,BY,CZ,CY,AX,C
VA_150,"Boat is to (A: Water, B: Sail, C: Sea) as Plane is to (X: Fly, Y: Air, Z: Wing)",BX,BZ,AY,CY,BY,A
VA_151,"Actor is to (A: Film, B: Theatre, C: Stage) as Butcher is to (X: Meat, Y: Shop, Z: Butchery)",BY,AX,BZ,CZ,BX,C
VA_152,"Finger is to (A: Thumb, B: Ring, C: Hand) as Petal is to (X: Flower, Y: Scent, Z: Rose)",AZ,BY,AY,CZ,CX,E
VA_153,"Starling is to (A: Fly, B: Sky, C: Murmuration) as Lion is to (X: Family, Y: Pride, Z: Bunch)",BX,CX,CY,AZ,BY,C
VA_154,"Cheese is to (A: Yellow, B: Milk, C: Mouse) as Leather is to (X: Cow, Y: Shoe, Z: Skin)",CY,CX,BX,AX,AZ,C
VA_155,"Wasp is to (A: Nest, B: Yellow, C: Sting) as Fox is to (X: Tail, Y: Red, Z: Earth)",BZ,CX,AZ,CZ,AY,C
VA_156,"Altimeter is to (A: Plane, B: Height, C: Fly) as Thermometer is to (X: Heat, Y: Temperature, Z: Mercury)",AX,AZ,BX,BZ,BY,E
VA_157,"Bread is to (A: Eat, B: Wheat, C: Toast) as Paper is to (X: Tree, Y: Book, Z: Wood)",CZ,AY,BX,CX,BZ,E
VA_158,"Waiter is to (A: Waitress, B: Menu, C: Food) as Prince is to (X: Royal, Y: Princess, Z: King)",AX,AY,BY,BZ,CZ,B
VA_159,"Flour is to (A: Bake, B: Bread, C: Wheat) as Glass is to (X: Sand, Y: Window, Z: See)",BY,CZ,BX,CY,CX,E
VA_160,"Scientist is to (A: Laboratory, B: Test, C: Tube) as Farmer is to (X: Crop, Y: Farm, Z: Field)",AX,CZ,CY,BX,AY,E
VA_161,"Bat is to (A: Night, B: Dark, C: Cave) as Badger is to (X: Sett, Y: White, Z: Black)",CX,AZ,BZ,BY,AX,A
VA_162,"Norway is to (A: Oslo, B: Fjord, C: Ship) as Germany is to (X: Berlin, Y: Cars, Z: Beer)",CY,AX,AZ,AY,BZ,B
VA_163,"Man is to (A: Boy, B: Girl, C: Woman) as Hot is to (X: Boil, Y: Cold, Z: Warm)",AZ,CY,BY,BZ,CZ,B
VA_164,"Cattle is to (A: Herd, B: Flock, C: Group) as Crow is to (X: Dark, Y: Kill, Z: Murder)",BX,CY,AZ,AX,CX,C
VA_165,"Tiger is to (A: Tigress, B: Stripes, C: Zoo) as Boar is to (X: Pig, Y: Sty, Z: Sow)",CY,AZ,CX,BY,CZ,B
VA_166,"Big is to (A: Tiny, B: Large, C: Small) as End is to (X: Go, Y: Finish, Z: Start)",CZ,AX,BY,CX,BX,C
VA_167,"Ruler is to (A: Tail, B: Length, C: Ounces) as Clock is to (X: Hands, Y: Face, Z: Time)",BZ,BX,AX,CY,CX,A
VA_168,"Wine is to (A: Grapes, B: Red, C: Drink) as Pearl is to (X: Sea, Y: Gem, Z: Oyster)",CY,BY,BX,AY,AZ,E
VA_169,"Chef is to (A: Food, B: Cook, C: Kitchen) as Doctor is to (X: Hospital, Y: Nurse, Z: Sick)",AY,BY,CY,BZ,CX,E
VA_170,"Happy is to (A: Angry, B: Joyful, C: Sad) as Start is to (X: Stop, Y: Begin, Z: End)",BX,BY,CZ,AZ,AY,B
VA_171,"Lion is to (A: Cat, B: Cub, C: Lioness) as Nephew is to (X: Daughter, Y: Son, Z: Niece)",AZ,CX,AX,BY,CZ,E
VA_172,"Wolf is to (A: Gang, B: Pack, C: Team) as Bee is to (X: Hive, Y: Buzz, Z: Swarm)",CX,CY,CZ,BZ,BY,D
VA_173,"Wide is to (A: Narrow, B: Fat, C: Thin) as Wet is to (X: Water, Y: Rain, Z: Dry)",BZ,AZ,CZ,BX,AX,B
VA_174,"Russia is to (A: Cold, B: Snow, C: Moscow) as Norway is to (X: Fjord, Y: Ship, Z: Oslo)",AY,AZ,BZ,CX,CZ,E
VA_175,"Difficult is to (A: Easy, B: Hard, C: Simple) as Happy is to (X: Joyful, Y: Sad, Z: Angry)",AX,BX,CZ,BZ,CX,B
VA_176,"Spade is to (A: Hole, B: Soil, C: Dig) as Snake is to (X: Slither, Y: Bite, Z: Hiss)",CX,CY,BY,AY,BZ,A
VA_177,"Drake is to (A: Pond, B: Swim, C: Duck) as Bull is to (X: Cow, Y: Calf, Z: Milk)",BZ,CY,CX,CZ,AX,C
VA_178,"Butterfly is to (A: Fly, B: Caterpillar, C: Insect) as Deer is to (X: Forest, Y: Fawn, Z: Antler)",BY,CY,CZ,BX,AZ,A
VA_179,"Sleeve is to (A: Coat, B: Arm, C: Wear) as Room is to (X: Door, Y: Wall, Z: House)",AZ,AY,BX,CY,BZ,A
VA_180,"Captain is to (A: Boat, B: Ship, C: Sea) as Judge is to (X: Court, Y: Law, Z: Jail)",AY,CY,CX,AX,BX,E
